,content,score,time
5146,bb,5,2015-04-02
5147,굳,5,2018-12-05
5148,참좋아요,4,2016-11-06
5149,좋네요,5,2019-02-22
5150,관리가 잘 됐으면 합니다,5,2018-05-09
5151,굿.할인굿.,5,2020-06-04
5152,좋아요 회원할인도 되고,5,2017-05-02
5153,좋아요,5,2019-11-29
5154,좋아요,5,2019-02-14
5155,굿 진짜 편리해요,5,2019-05-02
5156,쓸만함,4,2021-05-18
5157,좋은 앱 감사합니다,5,2021-01-22
5158,짱 조아요,5,2018-01-16
5159,최고,5,2015-05-23
5160,업데이트 하고나서부터 서버와 접속이 불안정하다고 아무것도 안되는데,1,2015-02-07
5161,고객센터연락안되고 계속하면 차단시키는 줮같은곳,1,2021-07-14
5162,좋아요,4,2019-08-02
5163,편해서 좋아요,4,2018-10-03
5164,굿~,4,2019-12-16
5165,좋네요,5,2017-04-28
5166,예전에 친구랑 1박2일로 놀러가는데 학생이라 저렴한 숙소 찾고있었는데 이앱으로 여러 숙소 비교하면서 꽤 저렴하게 괜찮은 숙소 잡아서 참 괜찮은 앱이구나 하고 생각했었는데 이번에 뽑은 모델이 너무 마음에 들어서 이번에는 평점 남겨요 ㅎ,5,2019-01-07
5167,친구추천으로 받았는대 좋아요jj 슬기쨩쨩걸jj,5,2014-06-19
5168,좋아용,5,2018-12-20
5169,좋아요 완전,5,2018-01-15
5170,아직 미숙해서~~허참!,4,2017-07-31
5171,아주 굿이에요,5,2018-01-13
5172,좋아요! 자주써요! 근데 광고 오는거보다 혜택은 없는듯 ㅎ 3-4주전에 예약해도 마이룸같은건 예약할수가없네요 ㅎㅎ 왜졍?,4,2019-10-05
5173,국산앱 중 가장 사용자 의도대로 UI가 설계된 듯함.,5,2019-10-26
5174,좋아요,5,2019-11-05
5175,잘 쓰겠습니다,5,2017-09-09
5176,굳,5,2018-09-02
5177,매우좋음,5,2018-07-06
5178,예약도 편하고 할인도 많이되서 좋아요,5,2018-09-19
5179,허허 야  놀자,5,2015-08-03
5180,쿠폰 굿,5,2019-06-02
5181,원하는 예쁜모텔을 쉽게 찾을 수있도록 카테리고화가 잘 되어있어서 항상 편리하게 이용하고 있어요 할인도 되고요! 커뮤니티도 활성화되어있어서 종종 보고있습니다,5,2014-01-30
5182,굿,5,2018-12-26
5183,좋아요,4,2017-06-02
5184,페북보고설치햇는데 진짜좋은거같아요!!,5,2015-04-12
5185,싸고 좋네요,5,2018-10-09
5186,너무 편하고 좋아요,5,2018-02-23
5187,편리해요,5,2020-01-20
5188,할인도 적립도,5,2020-03-11
5189,너무져아요 특특특초특가 야야야야놀자!,5,2019-07-15
5190,예전에 잘 사용하다가 포맷하면서 없어져서 바로 다시 받아요ㅋ 친구들이랑놀러갈때도 그렇고 참 도움되네요,5,2014-02-18
5191,실시간 조회 가능하고 무료숙박권 이벤트 등등 알찬 서비스가 맘에 드네요.편리한거 같네요,5,2015-07-12
5192,글씨가 깨져요 아샌업글이시급합니다!,3,2012-06-17
5193,굳,5,2018-10-13
5194,"불쾌,불친절,해결능력없음,돈아까움, 다시는사용안함 여름휴가마지막을기분상하게하는회사",1,2022-06-22
5195,ㅎ,5,2015-05-19
5196,쓸만함,5,2018-02-26
5197,간편하고 좋아요 ~ 지방다닐때 좋은거같아요,4,2018-09-19
5198,예약 시스템 왜 만들었는지 이해가 안됨 예약을 5시에 했는데 5분 빨리 왔다고 기다리라 함. 예약 안한 팀이 3ㅡ4팀이 현금 결제로 그냥 바로 들어감. 우리는 언제 들어가냐 하니까 5분 정도 점검이 필요하덴다?  이건 업체들이 앱 통해서 예약 받기 싫어하는게 뻔하게 보이는거고ㅡ 굳이 앱 예약을 할 필요없다는걸 느꼈다. 그냥 현금이 답,2,2017-10-07
5199,편하네요,5,2017-08-05
5200,good,5,2019-10-26
5201,사용하기편해요,4,2015-05-13
5202,누구나도 편하게 사용하실수 있어요,5,2020-01-17
5203,야놀자 라는 이름이 외우기 좋아요,5,2022-04-19
5204,바른후기 좋아요,5,2017-11-09
5205,걍 쓰레기임 환불안받고 만다 캬악 퉤,1,2021-07-08
5206,싸고 좋네요 ~~,5,2020-03-20
5207,일단 쉽게 예약가능하고 쿠폰이벤트 많아서 좋은거 같아요,5,2020-01-16
5208,편리해요,5,2018-10-30
5209,블로그를 통햐서 보다가 어플잇는거 알구 봣눈데 너무 좋네요♡,5,2014-07-08
5210,좋네요,5,2018-12-11
5211,사용하기편하고 쿠폰도주고 넘 좋네요^^,5,2019-08-14
5212,정말최고,5,2017-12-19
5213,잘사용중입니다 짱짱,5,2019-02-16
5214,굿,3,2021-03-03
5215,할인도 되고 혜택도 많아서 좋습니다! 더욱더 좋은 어플이 되도록 흥보 많이 할게요!,5,2015-08-03
5216,넘좋아요~~굿,5,2019-02-16
5217,좋아요,5,2019-05-24
5218,자주이용해요,5,2017-06-10
5219,늘 사용하던 서비스라 좋아요.,5,2018-11-09
5220,good,5,2019-02-11
5221,이거 되게 좋은 앱인디,5,2017-08-03
5222,괜찮아요,4,2019-05-27
5223,좋아요..,4,2019-12-25
5224,굿 좋아요,5,2019-03-14
5225,깔끔하고 검색하기 편하고 좋아요,5,2017-07-17
5226,여기저기 안돌아다녀도되고 요새 몰카다머다 말도많은데 그런곳도 가려서 추천해주고 암튼 좋은거 같아요 수고하세요,5,2015-12-18
5227,굿,5,2021-03-17
5228,참 좋은 세상입니다,5,2017-07-13
5229,좋아요,5,2021-10-17
5230,국내여행갈때 숙박시설 이용하기에 넘 좋습니다.,5,2019-10-24
5231,앱 정말 좋은 정보도많구좋아요,4,2020-01-21
5232,너무너무좋아요♡이앱깔고일주일에2~3번 갔어요♡저렴하고좋은곳으로 잘갔어요~,5,2018-04-24
5233,아주유용한앱인거같아요,4,2016-03-27
5234,할인 혜택이 많네요!!,5,2020-01-03
5235,가격도보고방도보고 평가도보고 완전도움됨,5,2015-04-21
5236,내주변 지도보는거 너무 불편해졌어요,1,2022-03-04
5237,좋아욧,3,2018-03-26
5238,나나이스,5,2019-02-01
5239,쿠폰 선택이 복잡한편,4,2022-05-03
5240,이쁜방 짱많아 가격도 괜찮습니다!!!! 굳굳,5,2015-08-03
5241,좋습니다~~~!!!,5,2019-05-01
5242,솔까 이거랑 여기어때 말고 있음? 근데 혜택면에선 야놀자가 훨씬 좋은 듯,5,2022-05-09
5243,??,5,2019-02-04
5244,좋아요,5,2021-11-01
5245,핵굳,5,2017-08-13
5246,사용한어플중 최악중에최악 두번다시사용안함 써비스응대 나몰라라 최고,1,2021-02-04
5247,오 조은거같아여,5,2017-08-24
5248,위치설정해서 주변숙소나오는게 불편해욤,4,2019-01-26
5249,대실시간 바로보여서 좋아요. 다만 대실시간 막상 눌렀을때 상이한곳이 가끔있어서. 그부분은 불편해요,5,2017-12-19
5250,굿,5,2022-06-14
5251,2박3일 묵는것은 불가능한가요? 일박식 예약해야되서 불편합니다,3,2018-10-15
5252,깔끔한 곳만있고 믿을수있어서 금액을 떠나 좋습니다,5,2015-08-13
5253,하나에 다볼수 있고 주변에 다볼수 잇어 좋음,5,2015-05-22
5254,굿,4,2019-09-02
5255,좋은 어플 감사합니다,5,2015-04-03
5256,별로임,2,2013-08-31
5257,좋네,5,2017-10-09
5258,굿굿...,5,2018-08-24
5259,굳,4,2019-10-10
5260,좋아유,5,2019-07-11
5261,놀다파이팅,5,2015-07-02
5262,어플 사용 편해요,5,2021-05-21
5263,20시입실로 보고 예약하였느나 예약을 누르는 그순간 22시로 입실로 변경 모텔측 야놀자이 문의해라 야놀자 법적문제없으니 10시까지 기다렸다 입실해라 주인은 나몰라라 배짱장사 응 난몰라 야놀자에다 환불해달라고 해봐라 햐주나 불친절에 의한 환불도 불가 결제하면 그냥 끝이니 신중히 결제하세요 그냥 지들 수수료 처받을라고 에휴 왜들그러고사냐 진짜 상담원도 연결 개오래걸리고 진짜 노답이다ㅉ,1,2020-08-30
5264,방 예약하는 앱중에는 좋은편인것같아요,4,2018-08-13
5265,좋와여 싸고,5,2019-03-10
5266,굿굿굿 설명도 잘해주고 좋아요,5,2020-01-10
5267,좋아요.항상애용함.,5,2019-01-03
5268,항상잘이용하고잇어요,5,2019-05-29
5269,급할때 유용하고 좋아용!,5,2020-09-05
5270,아주좋아요,5,2017-06-02
5271,감사감사ㅋ,4,2015-07-20
5272,굳,5,2015-05-25
5273,할인 굿굿굿,5,2018-01-10
5274,예약하기도편하고 할인도있구 좋습니다 숙소예매할때 찾기도편해요~~,5,2021-12-22
5275,할인쿠폰 아주 개꿀이네여~~~!!,5,2021-02-16
5276,정보가 풍부한 야놀자,5,2017-10-24
5277,항상 잘용이하게 이용중~^^,5,2017-06-21
5278,특가에 할인쿠폰까지 ㅡㅡㅋ 좋네요,5,2018-08-10
5279,진짜 전에는 어디에 있나 하면서 네*버 지도에 의존해서 이쁜곳이라기 보단 일단 MT이기만 하면 되는 곳으로 찾아갔다면 이제는 더 이쁜 곳! 더 시간이 긴 곳! 더 가끼운 곳! 원하는 조건에 쉽게 찾을 수 있어요^^♥ 진짜 센스있는 커플이라면 야놀자는 필수 앱!,5,2014-04-14
5280,간편하고 저렴하게 잘수있어 좋아요,5,2018-06-01
5281,좋습니당ㅎㅎ,5,2019-02-07
5282,당번 출신 이수진 재수 없어 운 좋게 돈 많은 사장 만나서 얻어 걸린 초심 잃은지 오래,1,2021-01-08
5283,아니 검색하는곳마다 숙소가없고 그 지역에서도 없다는거말이된다고생각해요??  아니 저지울겁니다 수고하세요 짜증,1,2017-07-10
5284,펜션이용 많이하는데 펜션도 많이 등록이 되있네요,5,2019-02-21
5285,조으다 조타 좋당,3,2016-08-14
5286,깨끗하고 조용하네요,5,2022-01-15
5287,오류와 버그투성이인 어플. 많은 업데이트가 필요해 보인다. 비밀번호 변경 관련 세션 오류로 떠납니다,1,2018-03-09
5288,넥서스안도ㅑ요....찾을수잇는건 좋은데 ㅠㅜㅠㅠㅠ요금안보임 ㅠㅠㅠ종니 외계어 ㅠㅠ,4,2012-07-26
5289,꿀 할인도많고 무엇보다 뜨밤을위해 필수앱 다들알지 ♡찡긋,5,2019-07-16
5290,좋아요,5,2019-11-21
5291,너무좋음 야놀자최고,5,2020-06-08
5292,빠른예약 좋아요^^,5,2022-02-26
5293,잘쓰구있거요,4,2018-11-12
5294,굿,5,2022-05-15
5295,좋은 숙박 구하기 좋아요^^,5,2019-08-06
5296,좋아요!,5,2017-12-13
5297,좋아요!,5,2019-04-28
5298,좋아여 편리함,5,2019-08-05
5299,좋음,5,2017-08-01
5300,편리하고 좋아요,5,2022-05-24
5301,선착순 할인으로 반값에 예약 성공! 예약도 쉽고 가격도 제일 저렴하고 좋습니다! 더 예약하고 싶은데 쿠폰 좀 늘려주세요~,5,2021-08-13
5302,간단하고 이벤트도만쿠 아주조으네여,4,2015-08-15
5303,우리자기가 편하게 예약해요,5,2017-12-10
5304,쿠폰도 종류도 짱짱맨,5,2021-09-21
5305,더 다양한 숙소가 뜨면 좋겠어요,4,2019-05-08
5306,짱짱,5,2014-11-25
5307,귣귣,5,2015-08-06
5308,회원할인이좀더좋앗음좋겠어요 주말커플이라 주말로요,5,2015-05-01
5309,좋아요,4,2017-06-17
5310,관찮은거 같아요,4,2019-11-22
5311,좋아열,4,2019-06-27
5312,하니 cf보고 이거 씀 춤 웃김ㅋㅋㅋ,3,2018-12-14
5313,유용하게 사용하고있어요^^,4,2015-05-06
5314,good,5,2020-10-27
5315,짱,5,2015-05-01
5316,좋아요쿠폰,5,2019-09-17
5317,야놀자 진짜최고입니다. 뻥안치고 마일리지 진짜퍼주고 이벤트도 정말많이합니다. 그냥 몇번 써보면 바로 알 수있을정도라서 너무 좋아요,5,2019-06-18
5318,좋아여 남친이랑 애용중입니다,5,2019-06-26
5319,좋음,5,2019-07-02
5320,굿,5,2019-05-03
5321,굿~~~~,5,2019-07-13
5322,좋네유,5,2020-01-19
5323,좋은이벤트까지!! 고맙습니다ㅜㅜ,5,2016-12-31
5324,저렴한가격에 원하는곳이 딱~~,5,2019-07-07
5325,편해요,5,2018-09-12
5326,편리하다,5,2020-07-22
5327,빠르고 좋네요,5,2018-10-08
5328,좀더빠르게지역을지정해서검색할수있으면좋겠습니다,3,2017-03-30
5329,초특가야놀자,5,2018-07-07
5330,야놀자 어플 진심 너무너무 좋아영~,5,2015-06-12
5331,굿,5,2015-08-11
5332,편하고 좋습니다,5,2022-05-26
5333,너무 편리하고 좋습니다.,5,2021-12-21
5334,많은 이용 부탁합니다.,5,2014-01-29
5335,편리함,5,2021-05-02
5336,쾌적하고 깔끔하게 편의시설과 데코도 센스 있네요,4,2019-01-15
5337,이용이 간편하고 혜택도 많아서 좋아요,5,2018-04-29
5338,저렴 전국구,4,2020-12-03
5339,업데이트하구나서 앱에서 에러떠요 ㅜㅜ웹에서는 할인권다운이되는데 앱에서는 계속 쿠폰인증하라면서 할인권다운이안되요!!! 빠른수정부탁드림,5,2013-10-01
5340,깔끔함을 원한다면~~,4,2018-02-25
5341,굿^~^,5,2015-08-29
5342,좋자나요~,3,2019-02-08
5343,좋은데 정말다좋은데.....한번에 여러방예약할수있게좀 만들어주세요,5,2017-04-20
5344,좋음ㅎ,5,2018-02-01
5345,우왕 굳,5,2019-09-04
5346,너무좋아요,5,2020-04-17
5347,편리해요 좋아요,5,2019-10-02
5348,편해서 좋네요,5,2018-07-15
5349,사업 번창하세요,5,2017-06-19
5350,선택할수있는 종류가 많아서 너무 좋아요!,5,2019-02-22
5351,좋네요,5,2018-01-21
5352,좋아요!,5,2020-07-12
5353,완전 좋아요,5,2019-02-18
5354,좋아요,5,2019-07-06
5355,앱을 삭제를 했는데 왜 자꾸 광고가 뜨는거죠? 정말 짜증나요ㅡㅡ,1,2018-09-07
5356,좋아요~^^,4,2020-01-24
5357,좋아요~,5,2017-12-17
5358,ㅋㅋㅋ,4,2015-05-23
5359,굿~~~~~~~~^^,5,2019-11-27
5360,진심 너무좋네요..어디서든 있고 편안히 쉴수있는공간하며..요즘 가뜩이나더운데 편안히 데이트하면서 쉴수있는공간 정말좋습니다..야놀자 파이팅~!!,5,2015-07-11
5361,좋아요,4,2017-05-09
5362,좋아요,5,2018-03-03
5363,빠르고좋아요,5,2021-01-23
5364,일단 3천원 이득이라 베리굿,4,2022-01-24
5365,good,5,2018-11-30
5366,좋음,4,2019-04-27
5367,좋아요,4,2018-10-06
5368,7년간쓰는중,5,2016-07-22
5369,좋아요,5,2020-05-26
5370,별주기도 싢음 취소 할려고 전화해도 받지도 않고~11번가에서 예약했는데 야놀자라서 취소안된다네... 야놀자에 전화해서 취소해야하는데 전화안받고 문자도 안오고...다음부터는 야놀자는 거르겠음,1,2021-06-16
5371,점점더좋은서비스기대되네요^^,5,2016-05-09
5372,일회용인증이 사라졌네요ㅠ 개인정보 보호되는느낌이라 참좋았는데~,3,2015-02-01
5373,ㅇㅇㅇㅇㅇㅇ 완벽,1,2019-07-13
5374,굿굿,5,2018-01-15
5375,간편해서 좋네요 다만 같은 호텔인데 금액이 달라서 이만원 가량 손해보고 더냈네요 저렴하게 이용하려고 다운받는건데 이런부분은 신경써주시면 좋겠어요,5,2018-02-20
5376,하니 너무 이뻐요!!!,5,2018-07-07
5377,할인혜택도 많고 좋아요!,5,2020-02-16
5378,앱깔끔 검색도 상세설명도 좋네요,5,2017-08-14
5379,여행에서 리뷰보며 숙소 찾기에는 굿,5,2021-01-24
5380,보기편리해요!!!,5,2018-04-22
5381,굿,5,2019-07-15
5382,유용해요,5,2019-12-07
5383,구굿 편하고 특가 많아요ㅋㅋ,5,2020-02-08
5384,여기어때보단 좋은거같음,5,2017-07-19
5385,좋아요,4,2018-02-21
5386,주로가는 숙소도 저장가능해서 너무조항요,5,2019-03-21
5387,좋아요,3,2017-08-07
5388,굿,5,2019-02-07
5389,세상 좋아요ㅋ,5,2021-12-18
5390,쉽고 빨라요 할인 많이해용,5,2020-10-19
5391,쿠폰 안쓰면 가져가지 마세요 제발,5,2017-04-02
5392,쿠폰혜택이좋네요,5,2019-11-03
5393,한눈에 비교하면서 볼수있어서 정말좋네요,5,2019-05-22
5394,좋아료 ㅎㅎㅎㅎ,5,2019-09-20
5395,좋아연!,5,2018-05-31
5396,다른곳보다 할인할수있는 수단이 많아서 좋아용!,5,2020-04-25
5397,앱이 편리하게 잘되어있다.검색도잘되네,5,2018-12-26
5398,굿,5,2019-07-04
5399,야놀자님 감사해요!,5,2018-04-13
5400,바로바로 예약도 되고 이벤트도 많이 하네요,4,2016-11-23
5401,애용하고있습니다.,5,2018-03-25
5402,좋네요 좋아요,5,2017-08-08
5403,굿,4,2019-12-14
5404,간단하고 정리 잘 되어있고요 자주 쓰게 되네요,5,2017-11-07
5405,좋아요 취소도빠르네요ㅋ,4,2019-05-27
5406,너무.좋아요 ㅋㅋ,5,2020-01-24
5407,좋아요,4,2019-10-23
5408,굿,5,2019-06-03
5409,좋네요...,5,2015-07-19
5410,괸찬은거같음,4,2018-08-23
5411,취소도 잘 해주시고 넘 조아요,5,2019-07-15
5412,굿,5,2015-09-19
5413,밀크 연동 좋네요 기대해봅니다,5,2021-03-27
5414,좋아요,5,2017-08-11
5415,아주좋음,5,2015-08-18
5416,아주좋아요^^,5,2017-08-14
5417,좋아요,5,2021-01-08
5418,싸고 좋네요 ㅎㅎ,5,2019-01-17
5419,아이들과 놀려가기 좋아요~~~,3,2019-07-23
5420,너무맘에들어요^^,5,2015-07-07
5421,야놀자좋네요,5,2015-03-18
5422,친구들이랑 여행갈때 써요ㅋㅋ,5,2019-05-27
5423,일단 설치는 해놨으니 언젠가 쓸날이있겠죠ㅎ,5,2017-10-13
5424,좋아요너무 편리하고 간편합니당,5,2016-12-11
5425,당장 예약해야되는데...비밀번호바꾸라고 나오고.......세션만료됬다고 머 클릭도안되고...진심...짜증납니다,3,2018-05-09
5426,좋아요,4,2018-01-29
5427,할인되고 편하네요,3,2019-05-15
5428,좋은앱,5,2019-01-26
5429,편하네요,4,2020-08-21
5430,캐쉬지급안하네? ㅋ 사기앱ㅉ,1,2017-08-03
5431,야놀자 좋아요 굳,5,2021-12-21
5432,괜츈,4,2019-03-07
5433,숙반어플은 야놀자가 최고인것 같습니다.,5,2017-07-19
5434,넘 편하네요 ㅎㅎ,5,2019-04-05
5435,굿할인,5,2018-10-11
5436,좋아요,5,2019-01-13
5437,구매내용삭제해주세요 ~ ㅠㅠ,5,2012-10-06
5438,위치도 가격도 시설도 알수있어좋아요~^^,5,2015-04-07
5439,굿,5,2021-10-23
5440,좋아요,5,2018-11-23
5441,좋아요,5,2021-09-23
5442,"어떻게 하나의 호텔이 다른 곳인거처럼 두개 올라올 수 있는지 모르겠고 같은 곳인데 가격도 다르고 위치설명도 다르고 방이름도 다르네요. 호텔, 모텔 카테고리 두개에 올려서 두개가 노출된다는건데 그런건 앱측에서 막아야되는거 아닌가요? 하나가 두군데 노출될순 있지만 그럼 가격이나 방이름은 동일하게 올리게해야죠. 한 사업장이 두개인 것처럼 올리는데 그렇게 착각한 책임은 왜 전부 소비자가 물어야되나요? 예약취소를 하게해주던지요. 예약취소도 안돼. 기분은 잡쳤는데 돈 더내고가고 정말 신나는 여행이겠네요.",1,2020-09-17
5443,좋겠다,5,2016-06-06
5444,최고에요!!,5,2018-07-16
5445,굿,5,2018-12-11
5446,조아용,4,2016-10-17
5447,혜정아 사랑해?,5,2018-11-20
5448,니노막시무스카이저소제이소녀도르앤스파르타죽지않아나는죽지않아오오오오나는죽지아나옹,5,2019-12-20
5449,앱 사용하니 편리하네요!,5,2020-06-08
5450,요 어플하나면 데이트할때 짱편하네요~~~혜택도 많아서 좋아요!,5,2015-03-31
5451,좋네요,5,2019-06-13
5452,편리하고 간편하고 숙박시설도 많고...,5,2019-10-11
5453,유용하게 잘쓰고 있습니다^^ 이번에 가족여행가는데 좋은후기들 보고 착한가격으로 좋은방 예약했네요^^,5,2018-04-15
5454,이용이편해요,4,2019-03-09
5455,타어플보다 좀더 저렴해요,5,2018-05-17
5456,어디서든 혜택이있는 잘 활용하고 유용합니당,5,2018-07-11
5457,좋아요,5,2019-02-11
5458,굿굿,5,2019-12-11
5459,전역후친구들이랑놀곳을정하는데 정말만은도움이되었습니다 감사합니다~!!,5,2016-06-18
5460,잘쓰고있어요.,5,2017-04-20
5461,좋아요,4,2021-03-08
5462,항상편함 가격좋고! 쿠폰 조쿠여!,5,2019-07-22
5463,예약하고 가면 저렴해요 !,4,2019-01-31
5464,좋은 앱입니다.,5,2018-10-19
5465,타서 보다 여기가 좋은듯,5,2018-12-03
5466,굳,5,2018-09-07
5467,할인많고 좋은 숙소도 많네요,4,2018-08-15
5468,완전♥,5,2014-01-21
5469,진짜 상담원 개 답없네,1,2022-02-12
5470,좋아요^^,4,2019-06-29
5471,빠르고편해서 좋아요~^^♡,5,2017-05-10
5472,설치중에 밑에 사용자리뷰 보니 이용할 맘이 딱사라지네요ㅎ 다시 삭제합니다,1,2020-07-12
5473,사용하기 좋아요,5,2022-02-10
5474,시험치러 가는곳에 숙박시설의 어려움을 단번에 해결 했네요.,5,2021-12-22
5475,잘쓰고있습니다,5,2017-10-22
5476,이거 가입할때 인증번호 카톡으로 오잖아요 카톡 창 갔다가 다시오면 초기화되어있네여 어케쓰라는건지.....;ㅋㅋㅋㅋㅋ 여기어때로 햇어요그래서......바뀨ㅓ주세요,1,2019-06-19
5477,부발좋네요,1,2015-07-10
5478,굿,5,2019-06-16
5479,좋아요,5,2016-11-24
5480,자동로그인 체크하고 로그인해도 정말 매 번 켤때마다 다시 아이디 비번 또 치고 들어가야합니다ㅡㅡ 수정좀요 제발~~,4,2016-08-30
5481,편해요 엄청!,5,2022-05-31
5482,ㄱ아라 개,4,2020-11-08
5483,★★★★,5,2018-11-14
5484,좋네요,5,2018-11-12
5485,조타,5,2021-05-23
5486,할인쿠폰 혜택 짱짱,5,2019-04-26
5487,무리한부탁을친절하게응대해주셔서 너무감사했습니다,5,2018-08-26
5488,굿,5,2021-10-03
5489,싸고 좋아용,5,2017-07-15
5490,됫고 굿,5,2022-06-12
5491,편안하고빠르고편리하다,4,2021-09-18
5492,타 어플은 사용하기도 힘들고 어려운데 야놀자는 사용도 쉽고 이벤트도 많아서 좋은거 같아요. 유용한 정보 감사합니다~,4,2015-12-14
5493,괜찮은 수준의 모텔들을 여러 할인들을 통해 저렴하게 이용할 수 있어서 좋은 거같습니다.,5,2019-09-28
5494,굿,5,2021-04-30
5495,편하고좋아요,5,2017-11-17
5496,Good,5,2018-11-10
5497,편하고 좋네요,5,2022-02-11
5498,숙박업소 검색이 편해요,4,2019-10-28
5499,좋아요j당첨원해!,4,2014-06-07
5500,좋아요,5,2019-03-22
5501,굿,5,2021-04-25
5502,직접가면 현금만 할인이 많은데 예약은 카드가 가능해서 좋음,4,2016-07-22
5503,최고의 어플 덕분에 대실해서 잘놀다가요 날씨 안좋거나 어디 놀러갈때 자주 애용할것같아요 굿굿,5,2015-06-30
5504,편하네요~좋아요,4,2020-11-12
5505,앱을깔고 난뒤 너무 편하네요,5,2015-07-21
5506,이벤트많이해주세여,5,2018-01-06
5507,사용하기 간편하고 믿고 쓰기 좋은것 같아요!,5,2018-12-05
5508,써보고,4,2017-04-26
5509,사랑합니다,5,2015-07-18
5510,구삭요청,1,2012-10-15
5511,좋아요,5,2017-01-05
5512,좋아요,5,2019-06-03
5513,안녕하세요,5,2020-08-14
5514,편리하고좋아요 쿠폰이벤트자주해서 더 좋구요~,5,2019-05-10
5515,정보굿,5,2018-01-06
5516,좋아요,5,2018-04-21
5517,좋아요,5,2018-12-20
5518,좋아요,5,2015-10-06
5519,초특가야놀좌 야야야야야야놀좌~,5,2019-01-26
5520,굿,5,2021-05-16
5521,실질적으로도움되는혜택을좀더주세욥,4,2017-11-22
5522,할인쿠폰이며 가격비교도 쉽고 지도도 나와서 개꿀인듯해요,4,2018-11-14
5523,별별별별,5,2018-12-24
5524,"옛날에는 정말 편리하고 좋았는데 요즘 업뎃하고부터 불편하네요 폰 인증부터 계속 문제발생하고 갑자기 팅기는 현상까지 그리고 너무 
복잡한거같아요",1,2018-06-18
5525,여기어때보다 100배는낫다,5,2017-05-02
5526,당일호텔 예약에 좋아요 다만 호텔 나우 쓸때보다 앱 이름이 좀 부끄럽군요,5,2020-11-10
5527,괜찮네요,5,2018-02-10
5528,굳,5,2019-12-15
5529,간편하고 좋네요,5,2019-11-01
5530,굿,4,2018-11-09
5531,사람많아서 다운받음 보기편함,4,2018-12-11
5532,좋네요,5,2018-05-10
5533,쿠폰할인 좋아요,5,2019-07-23
5534,언제나 편리 해요 전국 어디나,5,2019-05-23
5535,업데이트만 하면 왜자꾸 켜지냐고... 존재감 과시하는거도 아니고,1,2018-04-18
5536,가까우곳을 정확히 검색해줌,5,2020-01-19
5537,잘쓰고 있어여,5,2017-10-01
5538,좋아요,5,2017-06-03
5539,좋아요~,5,2017-08-02
5540,좋습니다!,5,2022-06-18
5541,최고의 숙박앱입니다 한번이용하면 여기만 이용하게 되네연,5,2017-01-29
5542,강추,5,2020-10-15
5543,굿!,5,2021-02-20
5544,너무좋아요,5,2015-06-04
5545,잘이용했습니다.,4,2018-05-20
5546,가격만족 너무좋네용,5,2020-01-02
5547,좋아요,5,2018-11-21
5548,좋아요 근데 인원수 4명이면 검색하여 바로 찾을수 있게끔 만들어주면 좋겠어요,5,2018-10-13
5549,너무좋아요,5,2015-02-13
5550,찾기좋음,5,2017-06-14
5551,야놀자에서 계약했는데 현장에 갔더니 야놀자에서 제공하는 정보와 다르게 추가요금을 요구하더라구요. 야놀자페이지가 잘못되어있다면서 결국 추가요금을 내고 사용했는데 야놀자측에서는 자기랑은 관계없다면서 현지사장이랑 해결하라고 합디다. 정보를 잘못기재한 것을 인정하면서도 이용자보고 해결하라고하고 전화준다고하고는 매번 연락을 해야받는 것은 무슨 경우인가요. 야놀자믿고 즐겁게 가족들과 놀러갔다가 뒤통수맞았네요. 다시는 이용 안할렵니다,1,2021-11-12
5552,굿굿 너무 좋아서 애용하고 있어요!!,5,2018-03-02
5553,정말 편리하네요,4,2018-01-29
5554,아주유용합니다,5,2019-06-01
5555,좋아요,5,2020-08-29
5556,덕분에편하게잘쉬고놀고갑니다^^,5,2015-09-16
5557,앱이 좋습니다,5,2017-05-09
5558,좋아요,5,2015-06-06
5559,유용해요! 사용시작하고 난뒤에는 이것만 사용합니다.,5,2020-09-19
5560,무슨 일이 c cdt x2 so zero bcf6z ㅇㅅㅇ',3,2021-07-22
5561,야놀자 좋아요~,5,2015-09-20
5562,깨끗하고엄청싸고좋아요,5,2019-07-14
5563,굿^^,5,2017-04-04
5564,여기 어때? 야! 다른데서 놀자!!! Yanolja World Class Booking App,5,2018-04-27
5565,은근 좋은곳 많네요 ㅎㅎㅎ,5,2015-05-18
5566,출장 시 이용해요 아주 편해요,5,2018-06-08
5567,굿,5,2022-01-25
5568,잘애용중입니돠,5,2014-12-30
5569,더 많은 혜택을 주세요!!,5,2017-08-29
5570,좋아요,5,2019-09-04
5571,가까운 거리에 있는 숙소를 비교적 편하게 잘 찾을수 있어서 유용하게 사용하고 있어요!,5,2018-08-30
5572,좋아요,5,2021-12-03
5573,간편하고 할인도되서 좋아요~,4,2020-01-31
5574,저렴한 경주 숙소 완전 짱nn,5,2020-07-14
5575,개꿀,5,2017-12-15
5576,할인도 많이 하고 좋아용,5,2018-08-20
5577,좋아요!!!,5,2019-04-11
5578,굿,5,2019-07-05
5579,굿굿 나쁘지않아여,4,2018-05-31
5580,편하고 싸고 좋아요,5,2022-05-28
5581,4ㅅㅅ숏쇼숏ㅕㅅㅅㅅ쇼ㅛ쇼ㅛㅛㅛㅛㅛㅛㅅ쇼9ㅜㅐㅏㅗㅕ,5,2021-08-30
5582,good,5,2019-07-26
5583,짱,5,2018-05-30
